10217.279999999999,8436.04,8594.460000000001
9743.40375,8106.21375,8038.67375
11097.075,9075.964999999998,9472.975
11616.29375,9081.53375,9159.93375
10218.867499999998,9328.097500000002,9247.9775
10219.372499999998,8351.492499999998,8905.922499999999
10347.957499999999,8501.9975,8564.9575
10523.57625,9392.60625,10125.776249999999
8983.27625,7593.686250000001,7681.606249999999
10059.5425,9080.0225,9428.3025
10435.623750000002,8735.34375,9002.483750000001
11348.607500000002,9198.172499999999,9096.837499999998
9889.66,8344.84,8782.240000000002
9364.015000000001,8563.685,8367.16
10283.257500000002,8509.0775,8727.9775
10656.545000000002,8780.645000000002,8833.785000000002
9901.749999999998,8287.2,8338.67
10250.8125,8756.9425,9068.6725
9833.84125,8815.41625,9182.04625
10676.607499999998,9850.727499999999,10441.1975
